,LONGITUDE,LATITUDE,FLOOR,BUILDINGID,SPACEID,RELATIVEPOSITION
525,-7377.651299998164,4864772.941299997,3,2,250,2
17799,-7644.034899998456,4864930.066799998,2,0,201,2
3140,-7318.341099999845,4864814.532499999,4,2,139,2
1190,-7391.084499999882,4864779.909699999,4,2,218,2
12567,-7489.9197999984035,4864901.8900000015,0,1,6,2
13765,-7374.347500000149,4864845.604699999,2,2,118,2
7774,-7643.428199999034,4864927.950800002,3,0,202,2
6807,-7365.719614882021,4864851.11348962,0,2,139,1
8768,-7527.402600001544,4864929.238300003,1,1,101,2
180,-7404.705499999225,4864787.466200002,3,2,210,2
17323,-7601.616200000048,4864980.348899998,3,0,106,2
14647,-7376.317116655409,4864861.7561028525,1,2,105,1
10276,-7592.718600001186,4864984.430299997,0,0,119,2
18327,-7669.247800000012,4864936.126800002,1,0,217,2
11948,-7408.565699998288,4864796.707199998,1,2,212,2
9735,-7380.866799999028,4864847.233599998,2,2,103,2
8499,-7636.342433217913,4864916.8216095185,1,0,205,1
4861,-7404.436200000346,4864808.869900003,0,2,215,2
12622,-7330.786899998784,4864821.437299997,4,2,136,2
7907,-7560.377608112991,4864859.336898372,1,1,108,1
6361,-7359.297899998724,4864837.255099997,0,2,127,2
11013,-7374.347500000149,4864845.604699999,3,2,111,2
4776,-7320.078899998218,4864794.327799998,0,2,117,2
7953,-7321.03830000013,4864820.583800003,2,2,113,2
4387,-7404.491683006287,4864890.4166426435,0,1,244,1
3544,-7468.870245195925,4864827.937682956,0,1,248,1
18469,-7640.679200001061,4864913.532200001,3,0,213,2
13707,-7381.686900001019,4864845.7553,2,2,102,2
784,-7517.912551965565,4864887.286727645,2,1,28,1
16363,-7596.6486999988565,4864983.354699999,1,0,112,2
2165,-7331.400499999522,4864768.478600003,2,2,211,2
17206,-7639.180100001396,4864913.130099997,1,0,206,2
16960,-7645.041900001466,4864948.917999998,1,0,229,2
13077,-7394.577824883163,4864836.924705662,3,2,140,1
18051,-7667.3517999984315,4864936.670500003,1,0,216,2
4282,-7425.661100000143,4864873.132700004,1,1,201,2
15024,-7312.662200000137,4864807.624899998,1,2,133,2
9162,-7559.862900000066,4864871.224600002,0,1,110,2
13150,-7526.391455613078,4864919.34785118,1,1,101,1
13118,-7324.080699998885,4864817.717,2,2,132,2
195,-7395.100707694888,4864777.95992858,3,2,216,1
17188,-7634.477000001818,4864984.097499996,1,0,115,2
18144,-7632.1528999991715,4864981.863899998,2,0,140,2
15600,-7414.916941028088,4864881.27501066,1,1,202,1
1872,-7383.733100000769,4864842.191699997,3,2,143,2
7869,-7309.517499998212,4864813.293499999,3,2,131,2
3640,-7318.341099999845,4864814.532499999,1,2,130,2
11794,-7316.86719999835,4864813.714900002,1,2,131,2
16417,-7633.205600000918,4864965.108800001,1,0,128,2
6258,-7370.127824570984,4864839.087595038,0,2,130,1
9982,-7674.97230000049,4864934.486199996,2,0,220,2
8628,-7622.325800001621,4864976.611699998,3,0,136,2
3414,-7423.060899998993,4864877.686099999,0,1,246,2
11189,-7592.718600001186,4864984.430299997,0,0,119,2
6081,-7435.065400000662,4864861.6708,2,1,201,2
18238,-7637.728900000453,4864903.183399999,0,0,225,2
9261,-7568.86100000143,4864876.416199997,1,1,111,2
19707,-7331.463799998164,4864768.513700001,1,2,207,2
2022,-7331.918400000781,4864822.512199998,3,2,122,2
16855,-7639.649500001222,4864915.041199997,0,0,230,2
17024,-7640.98050000146,4865006.785599999,2,0,123,2
17138,-7645.088700000197,4864948.9595,0,0,201,2
9865,-7639.690999999642,4864914.912799999,1,0,205,2
6336,-7390.548551443963,4864840.4913816005,0,2,133,1
19597,-7536.409200001508,4864934.618299998,3,1,104,2
4965,-7401.9961999990055,4864790.018399999,0,2,202,2
15975,-7603.15450000018,4864981.489799999,3,0,113,2
12794,-7330.786899998784,4864821.437299997,4,2,136,2
15515,-7381.686900001019,4864845.7553,1,2,102,2
2172,-7381.754700001329,4864845.757299997,3,2,102,2
18615,-7312.662200000137,4864807.624899998,1,2,133,2
17603,-7596.6486999988565,4864983.354699999,3,0,112,2
7543,-7316.963899999857,4864795.2365000015,2,2,139,2
14636,-7390.184700001031,4864838.919100001,1,2,143,2
19196,-7352.555199999361,4864833.5141,0,2,124,2
17036,-7637.842599999159,4865000.627700001,2,0,129,2
18021,-7634.477000001818,4864984.097499996,1,0,115,2
4577,-7377.078269988298,4864842.961438999,1,2,115,1
3131,-7353.723400000484,4864834.1625000015,4,2,130,2
2791,-7356.0102000012985,4864762.5402000025,3,2,233,2
6312,-7435.0553999990225,4864878.1765,2,1,206,2
6814,-7366.256599999964,4864841.1159000015,0,2,129,2
2398,-7361.5406999997795,4864765.608599998,3,2,231,2
6298,-7435.065400000662,4864861.6708,2,1,201,2
3126,-7360.497299998999,4864837.920500003,4,2,128,2
10914,-7611.129000000656,4864977.622000001,3,0,103,2
10125,-7315.637699998915,4864817.5876,3,2,130,2
15633,-7352.520300000906,4864833.494800001,1,2,122,2
12815,-7372.802900001408,4864849.3028,4,2,107,2
17189,-7616.670099999756,4864979.499200001,1,0,114,2
1950,-7360.497299998999,4864837.920500003,3,2,115,2
184,-7396.896099999547,4864785.223499998,3,2,213,2
3549,-7450.481994569302,4864817.724448785,0,1,247,1
4341,-7332.1088000014415,4864822.170999996,1,2,126,2
2718,-7370.0106999985865,4864847.7535,4,2,108,2
1055,-7406.063099998981,4864788.219300002,3,2,208,2
18196,-7646.775800000876,4864926.0546,3,0,214,2
17099,-7669.247800000012,4864936.126800002,3,0,218,2
150,-7511.5214999988675,4864853.5402000025,2,1,7,2
17154,-7638.067699998617,4865000.620200002,0,0,133,2
16815,-7667.3517999984315,4864936.670500003,3,0,217,2
16469,-7616.9461999982595,4864980.0132,2,0,115,2
17731,-7611.129000000656,4864977.622000001,1,0,103,2
2262,-7329.376800000668,4864825.210199997,3,2,129,2
1201,-7391.35909999907,4864782.1516999975,4,2,215,2
14566,-7363.986104570329,4864850.150565037,1,2,107,1
4511,-7450.481994569302,4864817.724448785,0,1,247,1
8723,-7370.01060000062,4864847.753600001,3,2,107,2
2285,-7392.357000000775,4864780.615599996,3,2,216,2
1194,-7410.100400000811,4864794.7425,4,2,203,2
8360,-7390.734700001776,4864835.034999996,2,2,144,2
1050,-7413.955299999566,4864787.794299996,3,2,205,2
8604,-7640.679200001061,4864913.532200001,2,0,213,2
5667,-7457.242100000381,4864853.930299997,2,1,216,2
9514,-7636.622600000352,4864899.4196000025,2,0,210,2
7824,-7383.733100000769,4864842.191699997,3,2,143,2
2695,-7350.146999999882,4864757.249200001,3,2,236,2
19772,-7539.413493216038,4864923.973005973,3,1,104,1
14510,-7381.686900001019,4864845.7553,1,2,102,2
19814,-7533.671000000089,4864939.661899999,3,1,116,2
158,-7457.242100000381,4864853.930299997,2,1,216,2
2513,-7377.651299998164,4864772.941299997,3,2,250,2
18399,-7634.477000001818,4864984.097499996,2,0,117,2
1910,-7316.4574000015855,4864800.7843,3,2,135,2
7892,-7510.211205821484,4864949.287095763,1,1,103,1
1708,-7329.376800000668,4864825.210199997,3,2,129,2
1466,-7559.497299998999,4864887.650399998,2,1,112,2
3803,-7313.731119778006,4864792.063410872,1,2,136,1
6480,-7435.065400000662,4864861.6708,2,1,201,2
1836,-7329.376800000668,4864825.210199997,3,2,129,2
9118,-7647.265799999237,4864945.2348000035,3,0,231,2
14604,-7373.052799999715,4864844.886500001,1,2,116,2
10379,-7632.1528999991715,4864981.863899998,2,0,140,2
31,-7506.731899999082,4864850.683999999,2,1,4,2
2308,-7344.211399998516,4864750.939999999,3,2,242,2
1228,-7409.384500000626,4864796.0331000015,4,2,202,2
13959,-7568.053527798504,4864892.154664098,1,1,110,1
3415,-7425.661100000143,4864873.132700004,0,1,216,2
175,-7413.921399999409,4864785.033399999,3,2,206,2
10930,-7637.177999999374,4864993.520599999,3,0,118,2
19505,-7513.104490716009,4864943.869619727,3,1,102,1
3243,-7317.526099998503,4864794.559299998,4,2,142,2
4996,-7519.11180000007,4864949.509800002,3,1,102,2
11954,-7352.940799999982,4864762.802699998,1,2,223,2
3744,-7379.799400001764,4864849.157899998,1,2,103,2
14267,-7527.402600001544,4864929.238300003,1,1,101,2
5982,-7432.44810000062,4864883.152999997,3,1,203,2
18234,-7639.649500001222,4864915.041199997,0,0,230,2
8581,-7604.017799999566,4864981.242399998,2,0,114,2
809,-7480.431491758674,4864867.1309280535,2,1,17,1
1471,-7502.826900001615,4864860.174599998,2,1,3,2
14356,-7519.0086999982595,4864949.452799998,0,1,121,2
3905,-7316.86719999835,4864813.714900002,1,2,131,2
10676,-7308.779111966491,4864804.134827018,2,2,136,1
495,-7337.23213905096,4864752.848840348,3,2,243,1
13973,-7372.802999999374,4864849.302699998,3,2,107,2
6809,-7367.409899998456,4864841.755599998,0,2,130,2
14436,-7535.209515403956,4864948.090411805,1,1,105,1
1003,-7520.755800001323,4864891.4821000025,2,1,29,2
2319,-7408.338870193808,4864811.529825352,3,2,253,1
14301,-7370.01060000062,4864847.753600001,3,2,107,2
974,-7363.228232070805,4864760.277467221,3,2,230,1
5466,-7435.065400000662,4864861.6708,2,1,201,2
2382,-7384.393399998547,4864778.2870000005,3,2,219,2
6647,-7336.2989999987185,4864829.050399996,0,2,107,2
6923,-7329.403700001538,4864820.6699,0,2,106,2
16095,-7611.129000000656,4864977.622000001,1,0,103,2
11065,-7535.209515403956,4864948.090411805,1,1,105,1
13027,-7377.846599999814,4864852.802199997,3,2,104,2
18109,-7648.530400000513,4864942.806100003,2,0,231,2
9955,-7616.9461999982595,4864980.0132,2,0,115,2
200,-7377.651299998164,4864772.941299997,3,2,250,2
1060,-7390.649026967585,4864785.979925662,3,2,215,1
642,-7363.228232070805,4864760.277467221,3,2,230,1
15009,-7359.331099998206,4864837.273500003,1,2,120,2
9600,-7675.406700000167,4864932.779600002,3,0,227,2
16765,-7609.2503999993205,4864978.160700001,3,0,104,2
9440,-7634.477000001818,4864984.097499996,1,0,115,2
15431,-7316.86719999835,4864813.714900002,1,2,131,2
7493,-7549.37943457067,4864878.413713895,1,1,107,1
2664,-7413.955299999566,4864787.794299996,3,2,205,2
19634,-7559.524500001222,4864887.665399998,3,1,108,2
9970,-7637.5564999990165,4864907.466200002,2,0,207,2
10723,-7607.247600000352,4864978.546700002,0,0,114,2
16014,-7659.935300000012,4864938.7962,3,0,215,2
14316,-7316.963899999857,4864795.2365000015,3,2,136,2
1922,-7331.747999999671,4864767.318000004,2,2,210,2
1954,-7352.520300000906,4864833.494800001,3,2,118,2
16817,-7659.935300000012,4864938.7962,3,0,215,2
15315,-7379.799400001764,4864849.157899998,1,2,103,2
17031,-7641.899399999529,4865014.780100003,2,0,126,2
7791,-7661.753100000322,4864938.275399998,3,0,216,2
4135,-7466.963700000197,4864820.413199998,1,1,210,2
16522,-7635.299400001764,4864966.343500003,3,0,130,2
6396,-7417.468600001186,4864893.016000004,2,1,203,2
6924,-7316.835799999535,4864813.697499998,0,2,104,2
5155,-7414.873469986021,4864881.276651077,2,1,202,1
8879,-7345.42330000177,4864829.557700002,2,2,126,2
7706,-7594.264100000262,4864982.456100002,2,0,108,2
6207,-7432.44810000062,4864883.152999997,3,1,203,2
11657,-7312.58323821798,4864797.2368749315,1,2,135,1
10159,-7559.78200000152,4864871.373499997,1,1,107,2
4752,-7568.72309999913,4864876.6818,3,1,107,2
377,-7337.394799999893,4864763.226999998,3,2,245,2
16526,-7631.8949000015855,4864981.9169000015,3,0,137,2
7712,-7604.017799999566,4864981.242399998,2,0,114,2
2900,-7341.214999999851,4864756.341499999,3,2,243,2
16635,-7634.477000001818,4864984.097499996,1,0,115,2
9365,-7632.143599998206,4864982.217100002,0,0,122,2
2894,-7348.012899998575,4864758.103299998,3,2,239,2
19846,-7516.1983999982485,4864889.940200001,3,1,4,2
3172,-7369.632300000639,4864770.0979999965,3,2,225,2
2061,-7373.052799999715,4864844.886500001,3,2,112,2
18931,-7333.1832000017175,4864822.766999997,0,2,108,2
17394,-7674.955899998547,4864934.514399998,0,0,213,2
10502,-7659.935300000012,4864938.7962,3,0,215,2
9637,-7359.148499999195,4864841.7272000015,3,2,109,2
5786,-7424.812344465406,4864862.992156811,2,1,201,1
9127,-7636.080099999905,4864897.526100002,3,0,209,2
14676,-7363.986104570329,4864850.150565037,1,2,107,1
17136,-7637.728900000453,4864903.183399999,0,0,225,2
6296,-7457.242100000381,4864853.930299997,2,1,216,2
15279,-7439.624499998987,4864864.1263,0,1,222,2
19267,-7365.719614882021,4864851.11348962,0,2,139,1
8069,-7656.559099998325,4864938.028999999,1,0,235,2
5628,-7352.555199999361,4864833.5141,0,2,124,2
7607,-7667.339800000191,4864936.697800003,0,0,211,2
16093,-7618.763300001621,4864975.433799997,1,0,101,2
15648,-7309.849300000817,4864812.695299998,1,2,114,2
8494,-7653.343301445247,4864920.963251494,2,0,214,1
1519,-7504.881400000304,4864865.5295,2,1,9,2
16100,-7594.264100000262,4864982.456100002,1,0,108,2
14513,-7374.347500000149,4864845.604699999,1,2,115,2
7492,-7549.37943457067,4864878.413713895,1,1,107,1
11690,-7352.940799999982,4864762.802699998,1,2,223,2
8930,-7682.543800000101,4864932.3395000035,0,0,215,2
3704,-7427.691685821862,4864891.7330770185,0,1,249,1
16415,-7647.626299999654,4864944.457699999,1,0,230,2
6041,-7369.223544884473,4864761.381877743,0,2,205,1
1634,-7520.750472798942,4864854.415648371,2,1,7,1
17319,-7633.236699998379,4864965.063299999,2,0,132,2
9636,-7363.282400000841,4864844.020599999,3,2,108,2
1207,-7384.393399998547,4864778.2870000005,4,2,219,2
10708,-7360.497299998999,4864837.920500003,2,2,122,2
7077,-7364.838899999857,4864844.884199998,0,2,139,2
15836,-7636.679000001402,4864991.778700002,1,0,117,2
811,-7458.26419999823,4864852.0842999965,2,1,217,2
18262,-7618.586899999529,4864975.2962,0,0,112,2
9000,-7601.616200000048,4864980.348899998,1,0,106,2
16918,-7634.477000001818,4864984.097499996,1,0,115,2
4820,-7375.98580000177,4864772.226599999,0,2,211,2
11084,-7578.461971551179,4864869.381579727,1,1,109,1
13792,-7545.474832799286,4864929.947813578,1,1,106,1
3968,-7425.661100000143,4864873.132700004,0,1,216,2
11309,-7634.934135507791,4865007.513685353,2,0,128,1
5641,-7367.409899998456,4864841.755599998,0,2,130,2
10627,-7571.093199998141,4864871.718699999,1,1,109,2
3072,-7384.393399998547,4864778.2870000005,3,2,219,2
10621,-7560.377608112991,4864859.336898372,1,1,108,1
4234,-7450.481994569302,4864817.724448785,0,1,247,1
6781,-7425.661100000143,4864873.132700004,3,1,201,2
9546,-7601.616200000048,4864980.348899998,3,0,106,2
13202,-7312.662200000137,4864807.624899998,3,2,133,2
16389,-7636.297600001098,4864898.285099998,1,0,209,2
3152,-7390.761199999601,4864835.141000004,4,2,147,2
13881,-7323.883299998939,4864822.1624,2,2,112,2
2828,-7311.919399999082,4864808.963799998,4,2,120,2
15763,-7680.134599998592,4864931.4921,0,0,237,2
3855,-7429.617124881595,4864899.692378685,0,1,238,1
15527,-7359.331099998206,4864837.273500003,1,2,120,2
2616,-7384.729100000113,4864840.396499999,4,2,102,2
13236,-7380.866799999028,4864847.233599998,2,2,103,2
19475,-7503.662099998443,4864884.812600002,3,1,1,2
7025,-7303.674135301262,4864812.452149622,0,2,121,1
9908,-7616.688900001346,4864976.028099999,1,0,102,2
5518,-7322.620947800578,4864812.722818367,0,2,104,1
7667,-7618.763300001621,4864975.433799997,1,0,101,2
9843,-7680.134599998592,4864931.4921,0,0,237,2
6643,-7359.913360092789,4864833.420775658,0,2,127,1
6595,-7469.328741654754,4864834.110160768,2,1,212,1
7437,-7315.637699998915,4864817.5876,3,2,130,2
19869,-7405.654399998486,4864801.9548999965,1,2,201,2
4954,-7537.321899998933,4864895.775700003,3,1,113,2
1078,-7363.996100001038,4864764.880800001,3,2,228,2
17515,-7635.4525999985635,4864966.3134,1,0,129,2
1138,-7413.921399999409,4864785.033399999,4,2,206,2
14167,-7337.5278999991715,4864825.624499999,3,2,121,2
17445,-7603.5650999993095,4864979.790100001,1,0,105,2
2717,-7380.934599999338,4864847.235600002,4,2,104,2
5716,-7318.694800000639,4864795.302100003,0,2,118,2
7252,-7639.7153999991715,4865007.160400003,2,0,128,2
6738,-7332.154229257256,4864832.493940249,0,2,107,1
16620,-7596.2032000012705,4864981.900200002,1,0,107,2
8278,-7374.347500000149,4864845.604699999,3,2,111,2
13468,-7537.2410000003865,4864895.7321000025,1,1,117,2
12978,-7367.458799999206,4864841.782799996,2,2,120,2
13821,-7312.662200000137,4864807.624899998,3,2,133,2
263,-7466.291100092231,4864859.3389488915,2,1,18,1
12276,-7311.919399999082,4864808.963799998,4,2,120,2
1697,-7352.339699998499,4864837.9498,3,2,110,2
8262,-7394.577824883163,4864836.924705662,3,2,140,1
10156,-7536.565799999982,4864934.328000002,1,1,106,2
6569,-7320.078899998218,4864794.327799998,0,2,117,2
13239,-7381.686900001019,4864845.7553,2,2,102,2
1715,-7312.662200000137,4864807.624899998,3,2,133,2
16846,-7669.233500000089,4864936.154799998,0,0,212,2
3252,-7454.2391000017515,4864829.266000004,0,1,202,2
9793,-7360.497299998999,4864837.920500003,2,2,122,2
5339,-7401.9961999990055,4864790.018399999,0,2,202,2
5689,-7417.558400001377,4864893.060199998,3,1,202,2
15631,-7332.1088000014415,4864822.170999996,1,2,126,2
4137,-7458.04930000007,4864831.358400002,1,1,210,2
13637,-7549.37943457067,4864878.413713895,1,1,107,1
866,-7361.5406999997795,4864765.608599998,3,2,231,2
16004,-7641.3297999985525,4864920.629500002,3,0,204,2
18270,-7611.0564999990165,4864981.801700003,0,0,120,2
6551,-7352.664768945426,4864829.44932691,0,2,124,1
5592,-7435.067499998958,4864878.1545,3,1,204,2
2435,-7312.662200000137,4864807.624899998,4,2,121,2
8244,-7524.514299999922,4864934.194600001,0,1,119,2
19269,-7351.266699999572,4864837.354500003,0,2,140,2
4306,-7363.986104570329,4864850.150565037,1,2,107,1
3364,-7312.58323821798,4864797.2368749315,1,2,135,1
5227,-7352.664768945426,4864829.44932691,0,2,124,1
18504,-7384.673000000417,4864840.373300001,0,2,134,2
892,-7537.339899998158,4864895.785400003,2,1,117,2
13201,-7323.891800001264,4864818.059199996,3,2,125,2
11071,-7545.474832799286,4864929.947813578,1,1,106,1
8952,-7637.002399999648,4864905.532300003,1,0,208,2
7620,-7641.28579999879,4864920.750600003,0,0,231,2
8547,-7596.2032000012705,4864981.900200002,1,0,107,2
4058,-7312.58323821798,4864797.2368749315,1,2,135,1
13675,-7337.5278999991715,4864825.624499999,3,2,121,2
5141,-7457.755499999971,4864815.285700001,2,1,208,2
12042,-7352.940799999982,4864762.802699998,1,2,223,2
1114,-7413.154800001532,4864789.236699998,4,2,204,2
633,-7383.265599999577,4864777.661399998,3,2,221,2
8466,-7650.165600001811,4864937.056900002,0,0,236,2
1840,-7316.680700000374,4864814.058700003,3,2,127,2
9863,-7637.002399999648,4864905.532300003,1,0,208,2
6032,-7405.681699998677,4864801.905699998,0,2,201,2
5445,-7423.060899998993,4864877.686099999,3,1,202,2
19935,-7537.321899998933,4864895.775700003,3,1,113,2
19429,-7474.607500001788,4864866.886100002,3,1,5,2
6419,-7460.767900001259,4864810.030100003,3,1,216,2
5432,-7371.659499999136,4864848.668300003,0,2,139,2
19848,-7537.321899998933,4864895.775700003,3,1,113,2
5600,-7411.353135820478,4864802.929530874,0,2,201,1
7727,-7667.3517999984315,4864936.670500003,2,0,218,2
4622,-7360.497299998999,4864837.920500003,1,2,119,2
6435,-7377.218935716897,4864859.9856831655,0,2,138,1
3151,-7407.379599999636,4864799.6941,3,2,201,2
12198,-7311.919399999082,4864808.963799998,4,2,120,2
1936,-7375.028700001538,4864855.459899999,3,2,106,2
3537,-7468.870245195925,4864827.937682956,0,1,248,1
15611,-7466.963700000197,4864820.413199998,1,1,210,2
13312,-7537.2410000003865,4864895.7321000025,1,1,117,2
297,-7392.357000000775,4864780.615599996,3,2,216,2
2878,-7376.4010000005355,4864773.852899998,3,2,223,2
1168,-7390.095800001174,4864781.450599998,4,2,217,2
18631,-7381.679999999702,4864845.767800003,0,2,135,2
6138,-7411.353135820478,4864802.929530874,0,2,201,1
7455,-7519.0086999982595,4864949.4529,1,1,103,2
16140,-7684.298099998385,4864931.813000001,1,0,221,2
8821,-7381.686900001019,4864845.7553,2,2,102,2
2448,-7352.520300000906,4864833.494800001,4,2,131,2
11254,-7682.559099998325,4864932.3116,1,0,220,2
2441,-7316.4574000015855,4864800.7843,4,2,123,2
8044,-7661.896899998189,4864934.618799998,0,0,220,2
7097,-7352.664768945426,4864829.44932691,0,2,124,1
15145,-7460.279699999839,4864824.969700001,0,1,248,2
283,-7413.921399999409,4864785.033399999,3,2,206,2
17102,-7689.513399999589,4864928.736100003,3,0,224,2
11877,-7317.6510000005355,4864794.628600001,1,2,137,2
7986,-7337.716099999845,4864825.2817,2,2,128,2
1292,-7506.731899999082,4864850.683999999,2,1,4,2
19061,-7318.341099999845,4864814.532499999,1,2,130,2
9899,-7636.679000001402,4864991.778700002,1,0,117,2
12069,-7489.9197999984035,4864901.8900000015,0,1,6,2
19334,-7469.9224000014365,4864864.392999998,3,1,6,2
14770,-7447.57271561399,4864877.348263264,0,1,224,1
6045,-7333.069099999964,4864769.216300003,0,2,208,2
16723,-7675.371700000018,4864932.7897000015,2,0,228,2
4257,-7427.691685821862,4864891.7330770185,0,1,249,1
8249,-7523.494399998337,4864951.885300003,0,1,107,2
7297,-7676.643599998206,4864934.006999998,2,0,221,2
9400,-7636.960200000554,4864905.659699999,0,0,227,2
16740,-7589.062399998307,4864985.529100001,2,0,110,2
12609,-7536.4928999990225,4864918.059600003,1,1,101,2
11272,-7641.899399999529,4865014.780100003,1,0,124,2
3547,-7439.624499998987,4864864.1263,0,1,222,2
12763,-7504.906800001859,4864865.544699997,1,1,30,2
10935,-7639.7153999991715,4865007.160400003,3,0,126,2
15420,-7374.347500000149,4864845.604699999,1,2,115,2
1371,-7506.529300000519,4864862.554300003,2,1,8,2
14880,-7435.137299999595,4864861.7101000035,1,1,201,2
10839,-7635.6803999990225,4864966.449299999,2,0,133,2
18879,-7321.121196862309,4864811.898919098,1,2,130,1
17760,-7637.5564999990165,4864907.466200002,1,0,207,2
4088,-7445.557873841374,4864826.589670561,0,1,202,1
12169,-7506.762699998915,4864850.701899998,1,1,4,2
1728,-7327.492165092379,4864766.668530561,2,2,210,1
2359,-7367.458799999206,4864841.782799996,4,2,126,2
3397,-7445.557873841374,4864826.589670561,0,1,202,1
11102,-7381.686900001019,4864845.7553,2,2,102,2
7803,-7536.435899998993,4864918.028399996,0,1,115,2
7468,-7541.168800000101,4864920.726800002,1,1,106,2
15722,-7390.184700001031,4864838.919100001,1,2,143,2
19171,-7390.548551443963,4864840.4913816005,0,2,133,1
12684,-7541.168800000101,4864920.726800002,1,1,106,2
6274,-7352.555199999361,4864833.5141,0,2,124,2
9424,-7676.643599998206,4864934.006999998,1,0,219,2
17843,-7589.062399998307,4864985.529100001,2,0,110,2
1246,-7407.406300000846,4864799.5983000025,4,2,201,2
7682,-7633.292500000447,4864970.058799997,2,0,134,2
835,-7403.73600000143,4864789.018399999,3,2,209,2
151,-7469.7391000017515,4864864.291500002,2,1,18,2
5330,-7366.256599999964,4864841.1159000015,0,2,129,2
10602,-7516.413621235639,4864937.650390036,1,1,102,1
13542,-7535.450800001621,4864931.182300001,0,1,117,2
186,-7399.109700001776,4864784.361699998,3,2,212,2
9141,-7682.559099998325,4864932.3116,3,0,221,2
17366,-7659.935300000012,4864938.7962,3,0,215,2
1489,-7527.451099999249,4864929.146399997,2,1,101,2
2928,-7310.057300001383,4864815.156599999,4,2,119,2
14778,-7414.916941028088,4864881.27501066,1,1,202,1
5672,-7425.6438000015905,4864873.1670999965,2,1,201,2
16153,-7633.04149999842,4864971.012100004,1,0,130,2
6030,-7408.338870193808,4864811.529825352,0,2,214,1
8733,-7353.723400000484,4864834.1625000015,3,2,117,2
13017,-7549.37943457067,4864878.413713895,1,1,107,1
15776,-7643.385099999607,4864928.0748,0,0,233,2
2037,-7405.079300001264,4864791.728799999,2,2,220,2
5839,-7333.1832000017175,4864822.766999997,0,2,108,2
10485,-7647.265799999237,4864945.2348000035,3,0,231,2
266,-7331.747999999671,4864767.318000004,3,2,247,2
2506,-7348.012899998575,4864758.103299998,3,2,239,2
4703,-7536.165800001472,4864897.859200002,3,1,112,2
9665,-7336.2989999987185,4864829.050399996,3,2,128,2
19582,-7536.165800001472,4864897.859200002,3,1,112,2
3032,-7359.331099998206,4864837.273500003,4,2,129,2
14041,-7327.929099999367,4864824.406999998,2,2,111,2
1380,-7519.152399998158,4864949.532200001,2,1,103,2
1502,-7555.132300000639,4864885.251500003,2,1,107,2
2293,-7369.632300000639,4864770.0979999965,3,2,225,2
9521,-7659.935300000012,4864938.7962,2,0,216,2
11801,-7324.080699998885,4864817.717,1,2,129,2
11003,-7375.028700001538,4864855.459899999,3,2,106,2
7136,-7636.633000001311,4864991.830600001,0,0,125,2
7823,-7388.263861134648,4864839.5788998315,3,2,101,1
18589,-7316.835799999535,4864813.697499998,0,2,104,2
11136,-7308.779111966491,4864804.134827018,2,2,136,1
13298,-7524.514299999922,4864934.194600001,1,1,102,2
11576,-7363.282299999148,4864844.0207,2,2,107,2
16075,-7618.586899999529,4864975.2962,0,0,112,2
14582,-7376.317116655409,4864861.7561028525,1,2,105,1
14512,-7373.052799999715,4864844.886500001,1,2,116,2
7265,-7594.264100000262,4864982.456100002,2,0,108,2
9063,-7646.805700000374,4864925.951300004,2,0,214,2
11424,-7676.643599998206,4864934.006999998,3,0,220,2
11282,-7611.129000000656,4864977.622000001,1,0,103,2
3256,-7445.557873841374,4864826.589670561,0,1,202,1
7490,-7568.053527798504,4864892.154664098,1,1,110,1
19530,-7390.734700001776,4864835.035099998,1,2,141,2
52,-7340.524599999189,4864757.585900001,3,2,244,2
7854,-7325.052900001408,4864818.703599997,3,2,124,2
8860,-7313.065520714968,4864792.170037955,2,2,139,1
7695,-7640.289599999785,4865009.164800003,2,0,127,2
13387,-7377.061700001359,4864851.720700003,2,2,105,2
12719,-7360.497299998999,4864837.920500003,4,2,128,2
11408,-7639.180100001396,4864913.130099997,3,0,206,2
1971,-7309.517499998212,4864813.293499999,3,2,131,2
15618,-7379.799400001764,4864849.157899998,1,2,103,2
7910,-7571.093199998141,4864871.718699999,1,1,109,2
5640,-7333.069099999964,4864771.151100002,0,2,209,2
1516,-7516.474500000478,4864844.597199999,2,1,6,2
16614,-7615.52769999951,4864982.2821,0,0,121,2
2324,-7377.846599999814,4864852.802199997,4,2,105,2
4680,-7536.584399998189,4864918.1096,3,1,101,2
16870,-7641.624600000678,4865008.901500002,0,0,130,2
15229,-7311.919399999082,4864808.963799998,1,2,132,2
3496,-7315.743400000036,4864802.071500003,1,2,134,2
9499,-7648.530400000513,4864942.806100003,2,0,231,2
1356,-7555.132300000639,4864885.251500003,2,1,107,2
13639,-7380.934599999338,4864847.235600002,3,2,103,2
7299,-7689.513399999589,4864928.736100003,2,0,225,2
3539,-7468.870245195925,4864827.937682956,0,1,248,1
3158,-7404.705499999225,4864787.466200002,3,2,210,2
15892,-7641.3297999985525,4864920.629500002,2,0,204,2
3328,-7383.6702000014475,4864842.180799998,1,2,101,2
4003,-7460.767900001259,4864810.030100003,1,1,208,2
9369,-7638.843199998141,4864999.3684,0,0,127,2
10737,-7641.030099999159,4865006.826700002,0,0,129,2
855,-7377.651299998164,4864772.941299997,3,2,250,2
16155,-7633.205600000918,4864965.108800001,1,0,128,2
469,-7506.731899999082,4864850.683999999,2,1,4,2
16297,-7675.352499999107,4864932.862899996,0,0,219,2
